timestamp,left_start_slope,left_end_slope,left_slope_diff,left_drift,left_y0,left_y1,left_y2,left_y3,left_y4,left_drop,right_start_slope,right_end_slope,right_slope_diff,right_drift,right_y0,right_y1,right_y2,right_y3,right_y4,right_drop,final_diagnosis
2025-06-07 23:32,1.1,1.0666,0.0334,False,0.0278,-0.0386,0.0101,0.016,0.0202,False,-0.8358,-0.6525,0.1832,False,0.3175,0.3411,0.3435,0.3267,0.2963,True,detected
2025-06-07 23:33,0.6467,0.6777,0.0311,False,-0.0132,-0.0162,-0.015,-0.0136,-0.0078,False,-0.7991,-0.7003,0.0988,False,0.2382,0.284,0.2715,0.2355,0.2227,True,detected
2025-06-07 23:33,0.5301,0.4563,0.0739,False,0.0197,0.0072,0.0092,0.0073,0.0091,False,-0.8245,-0.9371,0.1126,False,0.2891,0.2867,0.2993,0.2953,0.2927,True,detected
2025-06-07 23:34,0.595,0.5303,0.0647,False,-0.0054,-0.0149,-0.011,-0.0114,-0.0165,False,-0.9023,-0.9573,0.055,False,0.2509,0.2901,0.2681,0.2612,0.2501,True,detected
2025-06-07 23:35,0.7607,0.7277,0.033,False,-0.0097,-0.0144,-0.0156,-0.0197,-0.0163,False,-0.8182,-0.7571,0.061,False,0.3017,0.3484,0.328,0.3055,0.2897,True,detected
2025-06-08 0:56,0.8359,0.8619,0.026,False,-0.0426,-0.1274,-0.0658,-0.0556,-0.0453,False,-0.6816,-0.5052,0.1764,False,0.1971,0.2093,0.1983,0.1854,0.1595,True,detected
2025-06-08 0:56,0.4058,0.4441,0.0383,False,-0.0216,-0.0262,-0.0378,-0.0239,-0.014,False,-0.4733,-0.5707,0.0974,False,0.1766,0.2984,0.2454,0.2256,0.1974,True,detected
2025-06-08 0:57,0.4834,0.4673,0.0161,False,-0.0386,-0.0544,-0.0534,-0.0445,-0.0439,False,-0.689,-0.6461,0.0429,False,0.2183,0.281,0.2896,0.2778,0.2106,True,detected
2025-06-08 1:00,0.6867,0.5356,0.1511,False,0.0156,-0.0053,-0.0077,-0.0135,-0.0095,False,-0.9482,-0.7719,0.1762,False,0.2342,0.2627,0.2256,0.2196,0.2199,True,detected
2025-06-08 1:00,0.5848,0.5214,0.0634,False,-0.0597,-0.0772,-0.0901,-0.0841,-0.0741,False,-1.0268,-0.8338,0.193,False,0.2016,0.215,0.1769,0.1664,0.1795,True,detected
2025-06-08 1:14,0.4583,0.2866,0.1717,False,-0.0342,-0.0846,-0.0658,-0.0696,-0.0675,False,-0.801,-0.6314,0.1695,False,0.1931,0.1771,0.1705,0.1584,0.1668,True,detected
2025-06-08 1:14,0.4837,0.4712,0.0125,False,-0.0082,-0.0093,-0.0086,-0.0152,-0.0108,False,-0.9624,-0.7234,0.239,True,0.1996,0.2184,0.1919,0.1751,0.1765,True,detected
2025-06-08 1:15,0.7184,0.7969,0.0785,False,0.0132,0.0185,0.0235,0.021,0.0233,False,-0.6932,-2.2009,1.5076,True,0.1932,0.2889,0.3213,0.3196,0.3161,True,detected
2025-06-08 1:16,0.7747,0.8148,0.0401,False,-0.0193,-0.0307,-0.0387,-0.0336,-0.0185,False,-1.6257,-2.4079,0.7822,True,0.1581,0.197,0.205,0.1951,0.1981,True,detected
2025-06-08 1:32,0.7204,0.6364,0.084,False,-0.0438,-0.0283,-0.051,-0.0595,-0.0535,False,-0.9647,-1.0416,0.077,False,0.1897,0.2313,0.2331,0.2165,0.2058,True,detected
2025-06-08 1:34,0.5491,0.5045,0.0446,False,-0.0211,0.0155,-0.0195,-0.0238,-0.0287,False,-0.8143,-0.8347,0.0205,False,0.2173,0.2469,0.2386,0.2262,0.2107,True,detected
2025-06-08 1:34,0.6252,0.629,0.0037,False,-0.0429,-0.068,-0.0709,-0.0518,-0.0427,False,-0.6822,-1.2989,0.6167,True,0.1438,0.205,0.1891,0.1925,0.2114,True,detected
2025-06-08 1:35,0.8183,0.746,0.0723,False,-0.0162,-0.051,-0.0455,-0.0363,-0.0258,False,-0.967,-1.7459,0.7788,True,0.1624,0.2163,0.232,0.2283,0.2233,True,detected
2025-06-08 1:36,0.709,0.6595,0.0495,False,-0.0171,-0.0328,-0.0351,-0.0275,-0.0292,False,-0.7381,-0.839,0.1009,False,0.1891,0.2476,0.249,0.2393,0.1945,True,detected
2025-06-08 1:37,0.5016,0.5517,0.0501,False,-0.0436,-0.0177,-0.0454,-0.037,-0.0336,False,-0.6102,-1.1611,0.5508,True,0.185,0.2265,0.2297,0.2278,0.2351,True,detected
2025-06-08 1:38,0.612,0.6638,0.0517,False,-0.024,-0.0125,-0.0331,-0.0146,-0.0172,False,-0.6327,-2.2273,1.5946,True,0.1253,0.1834,0.2319,0.2521,0.2553,True,detected
2025-06-08 1:39,0.6943,0.6917,0.0026,False,-0.0373,-0.0556,-0.05,-0.0425,-0.0389,False,-0.9131,-1.5215,0.6084,True,0.1488,0.1907,0.203,0.1996,0.2042,True,detected
2025-06-08 1:41,0.7386,0.6118,0.1268,False,-0.006,-0.0404,-0.0293,-0.0288,-0.0246,False,-0.8781,-1.507,0.6289,True,0.1803,0.2004,0.2231,0.2216,0.2345,True,detected
2025-06-08 1:41,0.6079,0.5737,0.0341,False,0.0001,-0.0162,-0.0082,-0.0004,-0.0072,False,-0.8775,-0.8424,0.0351,False,0.2785,0.3724,0.3164,0.3054,0.2696,True,detected
2025-06-08 1:42,0.5821,0.5292,0.0529,False,-0.0356,-0.0439,-0.0482,-0.0524,-0.0584,False,-0.7433,-0.9746,0.2313,True,0.2159,0.2315,0.2486,0.2612,0.2466,True,detected
2025-06-08 1:44,0.8383,0.9275,0.0891,False,0.2032,0.2472,0.2477,0.232,0.2144,True,-0.9677,-0.9723,0.0046,False,-0.0441,-0.0546,-0.0522,-0.0495,-0.0421,False,detected
2025-06-08 1:48,0.7228,0.8464,0.1236,False,0.1705,0.2091,0.2068,0.2069,0.1882,True,-0.88,-0.784,0.096,False,0.0063,-0.0592,-0.0294,-0.0206,-0.0073,False,detected
2025-06-08 1:49,0.6037,0.7064,0.1027,False,0.2279,0.2844,0.2804,0.2615,0.2426,True,-0.7735,-0.7979,0.0244,False,0.0204,0.0269,0.0287,0.0288,0.0273,False,detected
2025-06-08 1:50,0.7001,0.797,0.0969,False,0.2083,0.2671,0.2699,0.2527,0.2249,True,-0.7516,-0.7069,0.0446,False,0.0068,-0.0026,-0.0013,-0.0058,0.0008,False,detected
2025-06-08 1:51,0.4456,1.5586,1.113,True,0.1758,0.2844,0.3076,0.3184,0.3244,True,-0.4758,-0.5988,0.1231,False,0.0444,0.0477,0.0592,0.0662,0.0615,False,detected
2025-06-08 1:52,0.8751,1.7508,0.8757,True,0.1647,0.2328,0.2575,0.2499,0.2612,True,-0.844,-0.8651,0.0211,False,0.0271,0.0321,0.0244,0.0218,0.0304,False,detected
2025-06-08 1:53,0.8553,1.1815,0.3262,True,0.2075,0.264,0.2773,0.2746,0.2527,True,-0.6964,-0.7139,0.0175,False,0.0018,-0.0021,0.0023,0.0125,0.0062,False,detected
2025-06-08 1:54,0.8424,0.999,0.1566,False,0.216,0.2657,0.2722,0.2642,0.2395,True,-0.7903,-0.7995,0.0093,False,0.0377,0.056,0.0482,0.0559,0.0475,False,detected
2025-06-08 1:54,0.8148,0.8717,0.0569,False,0.2584,0.3108,0.313,0.2951,0.269,True,-0.6765,-0.6988,0.0223,False,-0.0116,-0.0182,-0.0151,-0.012,-0.0062,False,detected
2025-06-08 1:55,0.9057,0.703,0.2027,True,0.2894,0.2877,0.2793,0.2613,0.2545,True,-0.6955,-0.7262,0.0306,False,0.0338,0.039,0.0375,0.0428,0.0404,False,detected
2025-06-08 1:57,0.7984,0.7197,0.0787,False,0.2347,0.2556,0.2523,0.2342,0.2267,True,-0.72,-0.7808,0.0608,False,0.0129,0.0172,0.0179,0.0189,0.0207,False,detected
2025-06-08 1:57,0.6265,0.6836,0.0571,False,0.2244,0.2687,0.2685,0.252,0.2292,True,-0.8951,-0.8914,0.0037,False,0.0285,0.0279,0.0214,0.0221,0.0275,False,detected
2025-06-08 1:58,0.9381,1.444,0.5059,True,0.1395,0.1718,0.178,0.1854,0.1947,True,-0.9786,-1.0721,0.0934,False,0.0521,0.0502,0.0596,0.0567,0.0579,False,detected
2025-06-08 2:00,1.0864,0.8617,0.2248,True,0.2196,0.2481,0.2317,0.2144,0.2005,True,-1.4843,-1.4538,0.0305,False,0.0578,0.0626,0.0599,0.0523,0.0566,False,detected
2025-06-08 2:02,1.0746,1.01,0.0646,False,0.1917,0.1936,0.1797,0.1854,0.1825,True,-1.3184,-1.2178,0.1006,False,0.0137,0.0086,0.0089,0.005,0.0065,False,detected
2025-06-08 2:02,0.9688,0.6811,0.2877,True,0.2378,0.2261,0.2233,0.2026,0.2018,True,-1.1807,-1.2296,0.0489,False,0.0187,0.0254,0.0213,0.0222,0.0258,False,detected
2025-06-08 2:03,0.8703,0.2379,0.6325,True,0.2843,0.2676,0.2415,0.2132,0.18,True,-1.2132,-1.2539,0.0408,False,0.0119,0.0136,0.0072,0.0092,0.0164,False,detected
2025-06-08 2:04,0.7333,0.8019,0.0686,False,0.2353,0.2676,0.2551,0.2632,0.2526,True,-0.9683,-0.8835,0.0849,False,0.0186,0.0172,0.0129,0.0088,0.0077,False,detected
2025-06-08 2:04,1.112,1.1475,0.0355,False,0.2184,0.2449,0.2414,0.247,0.2295,True,-1.1416,-1.2577,0.1161,False,0.004,0.0141,0.0142,0.0155,0.012,False,detected
2025-06-08 2:05,0.6419,0.7392,0.0973,False,0.2041,0.2442,0.2479,0.2479,0.2253,True,-0.4773,-0.6612,0.1839,False,-0.0007,0.0028,0.0063,0.0244,0.0326,False,detected
2025-06-08 2:06,0.6805,0.7267,0.0462,False,0.2373,0.2778,0.2876,0.2701,0.2477,True,-1.0409,-1.0185,0.0224,False,0.0066,0.0007,-0.0044,-0.0033,0.0037,False,detected
2025-06-08 2:06,0.7473,1.0121,0.2649,True,0.1847,0.2387,0.261,0.2886,0.227,True,-0.6163,-0.6753,0.059,False,0.0528,0.0741,0.0712,0.0691,0.0647,False,detected
2025-06-08 02:08:55,0.5591,0.9563,0.3972,True,0.2078,0.27,0.289,0.28,0.2843,True,-0.5371,-0.6333,0.0962,False,0.0341,0.0377,0.0435,0.0387,0.0494,False,detected
2025-06-08 02:09:33,0.5956,-0.0654,0.661,True,0.3264,0.3214,0.2673,0.229,0.195,True,-0.4702,-0.3351,0.1351,False,0.0198,0.0074,0.001,-0.0031,-0.0049,False,detected
2025-06-08 02:10:10,0.6508,0.4822,0.1686,False,0.3485,0.3805,0.3422,0.3214,0.3138,True,-0.61,-0.5859,0.0241,False,0.0337,0.0438,0.0414,0.0365,0.0356,False,detected
2025-06-07 21:32,0.7844,0.7709,0.0135,False,-0.0048,-0.0132,-0.0051,0.0021,-0.0066,False,-0.8285,-0.9531,0.1245,False,-0.0192,-0.0235,-0.0054,0.0015,0.0071,False,normal
2025-06-07 21:32,0.478,0.574,0.0961,False,-0.0246,-0.0235,-0.0229,-0.0127,-0.0083,False,-0.2649,-0.3729,0.108,False,0.0296,0.017,0.0473,0.0608,0.0513,False,normal
2025-06-07 21:33,0.7027,0.6756,0.0271,False,0.0084,-0.0003,0.0003,0.0027,0.0044,False,-0.4962,-0.561,0.0649,False,-0.0282,-0.0322,-0.0276,-0.0252,-0.0169,False,normal
2025-06-07 21:33,0.5614,0.6284,0.067,False,-0.0179,-0.0209,-0.0183,-0.012,-0.0056,False,-0.5134,-0.5332,0.0198,False,-0.0079,-0.0061,-0.0061,-0.0057,-0.0028,False,normal
2025-06-07 21:34,0.7408,0.8768,0.136,False,-0.0103,-0.0054,0.0009,0.0043,0.0114,False,-0.5977,-0.5101,0.0876,False,0.0161,0.0523,0.0237,0.0174,0.0111,False,normal
2025-06-07 21:34,0.7055,0.6871,0.0183,False,-0.0252,-0.0347,-0.0323,-0.0252,-0.028,False,-0.519,-0.5404,0.0214,False,-0.0149,-0.1048,-0.018,0.0009,-0.0143,False,normal
2025-06-07 21:35,0.7921,0.6968,0.0953,False,0.0095,-0.0002,-0.0047,0.0037,-0.0058,False,-0.5726,-0.5472,0.0253,False,0.0097,0.0241,0.0192,0.0156,0.008,False,normal
2025-06-07 21:36,0.9058,1.0264,0.1206,False,-0.0081,-0.0026,-0.0051,-0.0014,0.0091,False,-0.7231,-0.781,0.0579,False,0.0258,0.0346,0.0316,0.0328,0.0345,False,normal
2025-06-07 21:37,1.0837,1.0217,0.062,False,-0.0148,-0.0275,-0.0312,-0.0288,-0.0255,False,-0.8363,-0.8116,0.0247,False,0.008,0.0069,0.009,0.0082,0.0048,False,normal
2025-06-07 21:37,0.9587,1.0499,0.0913,False,-0.0406,-0.0529,-0.0416,-0.0396,-0.0324,False,-0.703,-0.6046,0.0984,False,-0.0094,-0.0331,-0.0439,-0.0442,-0.0285,False,normal
2025-06-07 21:38,0.7832,0.8449,0.0617,False,-0.0249,-0.0286,-0.0274,-0.0217,-0.0158,False,-0.6379,-0.6073,0.0306,False,-0.0043,-0.0162,-0.0139,-0.0203,-0.0113,False,normal
2025-06-07 21:39,1.0746,1.0795,0.0049,False,-0.0077,-0.0138,-0.0118,-0.0156,-0.0077,False,-0.6989,-0.6305,0.0685,False,-0.0132,-0.0182,-0.021,-0.023,-0.0185,False,normal
2025-06-07 21:40,0.7535,0.7583,0.0049,False,0.0076,0.0047,0.0048,0.0118,0.0091,False,-0.4847,-0.4933,0.0087,False,0.011,0.0957,0.0344,0.0171,0.0196,False,normal
2025-06-07 21:40,0.5939,0.5695,0.0244,False,0.0196,0.0376,0.0276,0.0145,0.0152,False,-0.5572,-0.5549,0.0023,False,0.0155,0.017,0.0158,0.0173,0.0143,False,normal
2025-06-07 21:41,0.6304,0.6789,0.0485,False,0.001,-0.0099,0.0035,0.0094,0.0096,False,-0.5138,-0.6301,0.1162,False,0.0075,0.0145,0.0241,0.0326,0.0291,False,normal
2025-06-07 21:42,0.7055,0.784,0.0785,False,-0.0044,-0.0046,0.0029,0.0009,0.0042,False,-0.4741,-0.6267,0.1526,False,-0.0257,-0.0245,-0.0261,-0.0106,0.0003,False,normal
2025-06-07 21:42,0.8298,0.917,0.0872,False,-0.0096,-0.0207,-0.0051,-0.0019,0.0033,False,-0.5457,-0.5364,0.0093,False,-0.0003,0.0068,0.0077,-0.0023,-0.0005,False,normal
2025-06-07 21:43,0.6589,0.7089,0.0501,False,-0.005,-0.0044,-0.0009,-0.0028,0.0017,False,-0.5057,-0.5284,0.0228,False,-0.0137,0.0088,-0.0149,-0.0209,-0.0064,False,normal
2025-06-07 21:44,1.0437,1.0177,0.026,False,-0.0097,-0.0198,-0.0231,-0.0255,-0.0242,False,-0.7839,-0.8199,0.036,False,0.0111,0.0065,0.004,0.0101,0.0172,False,normal
2025-06-07 21:45,0.9994,0.9181,0.0813,False,-0.0311,-0.0512,-0.0576,-0.0602,-0.0436,False,-0.915,-0.8253,0.0897,False,-0.0222,-0.0412,-0.0489,-0.0521,-0.0363,False,normal
2025-06-07 22:12,0.9516,0.9479,0.0038,False,-0.0187,-0.0402,-0.0353,-0.0274,-0.0238,False,-0.5364,-0.438,0.0984,False,-0.0143,-0.0472,-0.0426,-0.0383,-0.0313,False,normal
2025-06-07 22:13,0.9865,1.0041,0.0176,False,-0.0033,-0.0047,-0.0065,-0.0046,-0.0027,False,-0.4107,-0.4013,0.0094,False,0.0053,0.069,0.0195,0.0052,0.004,False,normal
2025-06-07 22:13,0.704,0.6409,0.063,False,-0.0303,-0.0477,-0.0486,-0.0364,-0.0412,False,-0.5478,-0.5074,0.0403,False,-0.0147,-0.0205,-0.0324,-0.0263,-0.0225,False,normal
2025-06-07 22:14,0.9489,0.8272,0.1216,False,-0.0091,-0.034,-0.032,-0.0271,-0.0295,False,-0.4624,-0.383,0.0794,False,0.0044,-0.0523,-0.0278,-0.021,-0.0098,False,normal
2025-06-07 22:14,0.8398,0.8984,0.0586,False,-0.0296,-0.0355,-0.0312,-0.0248,-0.0244,False,-0.4287,-0.4406,0.0119,False,-0.0154,-0.0142,-0.0239,-0.009,-0.0101,False,normal
