timestamp,left_start_slope,left_end_slope,left_slope_diff,left_drift,left_y0,left_y1,left_y2,left_y3,left_y4,left_drop,right_start_slope,right_end_slope,right_slope_diff,right_drift,right_y0,right_y1,right_y2,right_y3,right_y4,right_drop,final_diagnosis
2025-06-07 22:15,0.9217,0.9996,0.0779,False,-0.017,-0.0149,-0.0148,-0.0137,-0.0115,False,-0.4131,-0.4571,0.044,False,-0.007,-0.001,-0.0097,-0.0097,0.0007,False,normal
2025-06-07 22:15,0.7686,0.8321,0.0635,False,-0.0303,-0.0364,-0.037,-0.0308,-0.0279,False,-0.5235,-0.4773,0.0462,False,0.0137,0.0081,0.0063,-0.0067,0.0063,False,normal
2025-06-07 22:16,0.8294,0.7841,0.0453,False,-0.0221,-0.043,-0.0438,-0.0351,-0.0277,False,-0.6386,-0.5859,0.0528,False,-0.0052,-0.006,-0.0068,-0.0081,-0.0099,False,normal
2025-06-07 22:17,0.8554,0.8497,0.0057,False,-0.0374,-0.0438,-0.0465,-0.0464,-0.0341,False,-0.4388,-0.4133,0.0254,False,0.0041,0.0004,-0.0017,-0.0059,0.0002,False,normal
2025-06-07 22:17,1.3876,1.4861,0.0986,False,-0.0288,-0.032,-0.0281,-0.0238,-0.0181,False,-0.9883,-1.0281,0.0398,False,0.0039,0.0031,0.0056,0.0083,0.0097,False,normal
2025-06-07 22:18,0.3103,0.3124,0.0021,False,-0.0114,-0.0041,-0.0085,-0.01,-0.008,False,-0.16,-0.2206,0.0606,False,-0.0171,-0.018,-0.0156,-0.0163,-0.0057,False,normal
2025-06-07 23:11,0.4699,0.654,0.1841,False,-0.0351,-0.0939,-0.0364,-0.0179,-0.0043,False,-0.6313,-0.4672,0.1641,False,-0.0367,-0.0618,-0.0862,-0.0827,-0.0669,False,normal
2025-06-07 23:12,0.4335,0.4928,0.0594,False,-0.0181,-0.0603,-0.0219,-0.0118,-0.0072,False,-0.546,-0.4726,0.0733,False,0.0028,-0.0098,-0.0241,-0.0213,-0.0145,False,normal
2025-06-07 23:12,0.4484,0.52,0.0716,False,-0.021,-0.0163,-0.0257,-0.0209,-0.0088,False,-0.1945,-0.194,0.0004,False,-0.0054,0.0067,0.0209,0.0078,0.0038,False,normal
2025-06-07 23:13,0.6232,0.7759,0.1527,False,-0.0466,-0.1015,-0.0457,-0.0416,-0.0314,False,-0.4868,-0.4695,0.0173,False,-0.0219,0.047,-0.0237,-0.0353,-0.021,False,normal
2025-06-07 23:16:20,0.5443,0.6581,0.1138,False,-0.0211,-0.0135,-0.0171,-0.0129,-0.0004,False,-0.6387,-0.618,0.0207,False,0.0229,0.0352,0.0291,0.0267,0.0203,False,normal
2025-06-07 23:17:00,0.6457,0.7901,0.1443,False,-0.0151,-0.0173,-0.0112,-0.0029,0.0116,False,-0.741,-0.7852,0.0442,False,-0.0006,0.0113,0.0075,0.0163,0.0126,False,normal
2025-06-07 23:17:44,0.681,0.6668,0.0142,False,-0.0262,-0.0449,-0.037,-0.0396,-0.0355,False,-0.8623,-0.8627,0.0004,False,-0.0089,-0.0036,-0.0145,-0.0116,-0.0109,False,normal
2025-06-07 23:18:15,0.5857,0.6351,0.0494,False,0.0073,0.0095,0.0145,0.0143,0.0221,False,-0.829,-0.7478,0.0813,False,-0.0257,-0.038,-0.0552,-0.0509,-0.0453,False,normal
2025-06-07 23:18:46,0.6469,0.6965,0.0497,False,-0.0121,-0.0263,-0.0099,-0.0035,-0.0048,False,-0.6065,-0.5111,0.0954,False,0.0063,-0.0198,-0.0359,-0.0296,-0.0149,False,normal
2025-06-07 23:21:29,0.6879,0.7059,0.018,False,-0.0238,-0.0359,-0.0411,-0.0447,-0.0236,False,-0.7283,-0.6008,0.1275,False,-0.0502,-0.0773,-0.0851,-0.0916,-0.0742,False,normal
2025-06-07 23:22:02,0.8711,0.8906,0.0195,False,-0.0161,-0.0194,-0.0275,-0.0285,-0.0187,False,-0.6424,-0.5856,0.0568,False,0.0114,-0.0018,-0.0061,-0.0181,0.0049,False,normal
2025-06-07 23:22:34,0.7154,0.7516,0.0363,False,-0.0089,-0.0525,-0.0148,-0.0018,-0.0005,False,-0.7248,-0.7072,0.0176,False,0.0022,-0.0198,-0.0143,-0.0076,0.0039,False,normal
2025-06-07 23:23:06,0.5091,0.5185,0.0094,False,-0.0617,-0.1169,-0.088,-0.072,-0.063,False,-0.7158,-0.6705,0.0453,False,-0.0228,-0.0375,-0.048,-0.0455,-0.0329,False,normal
2025-06-07 23:23:38,0.8022,0.9368,0.1346,False,-0.0149,-0.0302,-0.0193,-0.0097,0.0094,False,-0.696,-0.7042,0.0082,False,0.0313,0.0396,0.0352,0.033,0.0316,False,normal
2025-06-07 23:24:15,0.8781,0.9245,0.0465,False,-0.0207,-0.0063,-0.0277,-0.0193,-0.0112,False,-0.7529,-0.7323,0.0206,False,-0.0269,-0.0438,-0.0491,-0.036,-0.0308,False,normal
2025-06-07 23:25:06,0.7922,0.7809,0.0113,False,-0.0104,-0.0396,-0.0214,-0.0222,-0.0122,False,-0.7004,-0.7519,0.0515,False,-0.0357,-0.0417,-0.036,-0.04,-0.0252,False,normal
2025-06-07 23:25:43,0.6571,0.7163,0.0591,False,-0.0047,-0.0174,-0.0036,-0.0038,0.0075,False,-0.5356,-0.5361,0.0005,False,0.0234,0.0304,0.0293,0.0234,0.0221,False,normal
2025-06-07 23:26:20,0.6959,0.7122,0.0163,False,-0.0134,-0.014,-0.022,-0.0179,-0.0104,False,-0.7491,-0.6441,0.105,False,0.0181,0.0088,0.0011,0.0074,0.0046,False,normal
2025-06-07 23:27:04,0.6384,0.7124,0.074,False,-0.0232,-0.0395,-0.0154,-0.0087,-0.0058,False,-0.7014,-0.5765,0.1248,False,0.0169,0.0148,0.0066,0.004,-0.0007,False,normal
2025-06-06 22:35,0.0995,0.2925,0.193,False,0.0091,-0.0155,0.0046,-0.0005,0.016,False,0.0335,-0.0771,0.1107,False,0.0107,-0.0152,-0.0193,-0.0176,-0.0002,False,normal
2025-06-07 0:48,0.5458,0.4769,0.0689,False,-0.0352,-0.0077,-0.0448,-0.0423,-0.0423,False,-0.7968,-0.8527,0.0559,False,-0.0071,-0.0232,-0.0112,-0.0091,-0.0088,False,normal
2025-06-07 17:47,0.6636,0.6347,0.0289,False,-0.0062,-0.0102,-0.0151,-0.0121,-0.0098,False,-1.0631,-1.042,0.0211,False,-0.0005,0.0019,-0.0056,-0.0007,0.0006,False,normal
2025-06-07 17:49,0.5767,0.5084,0.0683,False,-0.0064,0.0187,-0.0307,-0.0338,-0.0188,False,-1.0282,-0.9713,0.0569,False,0.01,0.1282,0.0166,-0.0052,0.0267,False,normal
2025-06-07 17:51,0.6253,0.4377,0.1876,False,0.0197,-0.001,-0.0052,-0.0037,0.0015,False,-1.1771,-1.1264,0.0507,False,-0.0003,-0.011,-0.0064,-0.0038,-0.0086,False,normal
2025-06-07 17:51,0.6266,0.5604,0.0662,False,0.0135,0.0153,0.0211,0.0095,0.0077,False,-1.0256,-0.9855,0.04,False,0.0307,0.0253,0.0226,0.0243,0.0245,False,normal
2025-06-07 17:53,0.4026,0.3339,0.0687,False,-0.0291,-0.0497,-0.0543,-0.0466,-0.0423,False,-0.8758,-0.7789,0.0969,False,0.0055,-0.0192,-0.0097,-0.0092,-0.0082,False,normal
2025-06-07 17:54,0.5015,0.5528,0.0513,False,0.0044,0.0052,0.0032,0.0023,0.0119,False,-0.921,-0.8921,0.0289,False,0.0249,0.0103,0.0061,0.0137,0.0171,False,normal
2025-06-07 17:54,0.6753,0.5494,0.1258,False,-0.0099,-0.014,-0.0116,-0.0143,-0.0161,False,-1.2908,-1.1561,0.1347,False,0.0044,-0.0014,0.0025,0.001,-0.0038,False,normal
2025-06-07 17:56,0.5443,0.5549,0.0105,False,0.0051,-0.0001,-0.0073,0.0001,0.0039,False,-0.8197,-0.8538,0.0341,False,0.0057,-0.0001,0.0062,0.0059,0.0055,False,normal
2025-06-07 18:10,0.4217,0.3116,0.1101,False,-0.0018,-0.019,-0.0253,-0.0235,-0.0185,False,-0.9741,-1.0167,0.0426,False,-0.007,-0.0058,-0.0065,-0.008,-0.0061,False,normal
2025-06-07 18:11,0.3414,0.3559,0.0145,False,0.0062,-0.0016,-0.0027,-0.0035,0.0028,False,-0.6263,-0.69,0.0637,False,0.0049,0.0008,0.003,0.003,0.0079,False,normal
2025-06-07 18:12,0.2857,0.3667,0.081,False,-0.0014,0.0046,0.006,0.004,0.0111,False,-0.9619,-0.9591,0.0028,False,-0.0006,-0.0206,-0.0096,0.0014,0.0025,False,normal
2025-06-07 18:34,0.5749,0.7333,0.1584,False,-0.0187,-0.0022,-0.0027,-0.0048,0.0063,False,-0.8881,-0.9358,0.0477,False,0.0048,0.0095,0.0084,0.0041,0.0144,False,normal
2025-06-07 18:37,0.7874,0.7028,0.0846,False,-0.0201,-0.0359,-0.036,-0.0352,-0.0339,False,-1.3099,-1.4119,0.102,False,0.0033,-0.0028,0.003,0.0207,0.0097,False,normal
2025-06-07 18:38,0.4936,0.4301,0.0635,False,0.005,0.0071,-0.0042,-0.0055,-0.0037,False,-1.2268,-1.2081,0.0187,False,0.0029,0.0024,0.0021,-0.0022,-0.0029,False,normal
2025-06-07 18:39,0.4774,0.4082,0.0692,False,0.0042,-0.0157,-0.0216,-0.0109,-0.0061,False,-0.889,-0.8031,0.0858,False,0.0025,-0.0283,-0.0372,-0.0294,-0.0111,False,normal
2025-06-07 18:39,0.4537,0.5419,0.0882,False,-0.0012,-0.0083,-0.0009,0.007,0.0109,False,-1.0338,-1.0032,0.0305,False,-0.0048,-0.0075,-0.0064,-0.007,-0.0178,False,normal
2025-06-07 18:40,0.462,0.548,0.086,False,-0.037,-0.0352,-0.0365,-0.0273,-0.025,False,-0.9517,-0.9858,0.0341,False,0.0206,0.0031,0.0176,0.0193,0.0245,False,normal
2025-06-07 18:41,0.2808,0.2974,0.0166,False,-0.0018,-0.0028,-0.0095,-0.0092,-0.0005,False,-0.9356,-0.8928,0.0428,False,0.0042,-0.018,-0.0246,-0.0137,-0.0072,False,normal
2025-06-07 18:43,0.3598,0.3429,0.0169,False,-0.0065,-0.0142,-0.0179,-0.0161,-0.0088,False,-0.8601,-0.7155,0.1446,False,0.015,-0.0049,-0.0233,-0.0103,-0.0078,False,normal
2025-06-07 18:44,0.5475,0.4913,0.0561,False,-0.0138,-0.0183,-0.0179,-0.0217,-0.026,False,-0.937,-0.9856,0.0486,False,-0.0059,-0.0155,-0.0201,-0.0215,-0.0123,False,normal
2025-06-07 18:48,0.4889,0.4714,0.0175,False,-0.0116,-0.0113,-0.0178,-0.015,-0.0128,False,-0.9183,-0.9256,0.0073,False,0.0072,0.0006,0.0109,0.0034,0.0021,False,normal
2025-06-07 18:48,0.3931,0.4253,0.0322,False,-0.0203,-0.0316,-0.0317,-0.0235,-0.0167,False,-1.0583,-0.9921,0.0661,False,-0.0136,-0.0234,-0.0212,-0.0195,-0.0158,False,normal
2025-06-07 18:49,0.5849,0.5922,0.0073,False,-0.0329,-0.0339,-0.0318,-0.0377,-0.031,False,-0.8257,-0.7968,0.029,False,-0.012,-0.0176,-0.017,-0.0196,-0.0146,False,normal
2025-06-07 18:53,0.4358,0.4852,0.0494,False,-0.0101,-0.0135,-0.0107,-0.0105,-0.0055,False,-1.2,-1.17,0.03,False,-0.0032,-0.0066,-0.0001,-0.005,-0.0096,False,normal
2025-06-07 18:55,0.5653,0.5719,0.0066,False,-0.0199,-0.02,-0.019,-0.018,-0.0202,False,-0.9868,-1.0046,0.0179,False,0.0037,0.0085,0.0107,0.0037,0.0052,False,normal
